Seq|Sotre_nm|Address|Telephone|Category|Ycoordinate|Xcoordinate
798|김포풍무DT |경기도 김포시 풍무로 45 (풍무동)|1522-3232|DT 매장|37.600112|126.720441
799|김포시청 |경기도 김포시 사우중로 35 (사우동)|1522-3232||37.618396|126.717912
800|김포장기 |경기도 김포시 김포한강4로 117, 홍우프라자 102~105호 (장기동)|1522-3232||37.644239|126.667908
801|부천상동역 |경기도 부천시 길주로 105 (상동)|1522-3232||37.50621|126.75427
802|스타필드부천 |경기도 부천시 옥길동 768 스타필드시티부천 |1522-3232||37.461754|126.81328
803|부천옥길 |경기도 부천시 옥길로 118 (옥길동)|1522-3232||37.467726|126.823388
804|부천심곡DT |경기도 부천시 부천로 97 (심곡동)|1522-3232|DT 매장|37.492932|126.78441
805|뉴코아부천4층 |경기도 부천시 송내대로 239 (상동)|1522-3232||37.504279|126.756992
806|중동이마트 |경기도 부천시 석천로 188 (중동)|1522-3232||37.504022|126.763939
807|부천중동DT |경기도 부천시 부흥로 193 (중동)|1522-3232|DT 매장|37.4963743|126.7642
808|부천신중동역 |경기도 부천시 길주로 281 (중동) 동화빌딩|1522-3232|리저브 매장|37.5037646|126.7741439
809|역곡역DT |경기도 부천시 경인로 485|1522-3232|DT 매장|37.4835239|126.8093104
810|부천중동 |경기도 부천시 신흥로 161 (중동)|1522-3232||37.497976|126.77702
811|부천시청역 |경기도 부천시 길주로 181, 102,103,104,110,111,112호 (중동)|1522-3232||37.505534|126.762448
812|현대중동 |경기도 부천시 길주로 180, 현대백화점부천중동점 중동점 지하1층 (중동)|1522-3232||37.50428252|126.7621682
813|부천플레이도시 |경기도 부천시 조마루로 2 (상동)|1522-3232||37.49991091|126.7449246
814|송내역 |경기도 부천시 부일로 204, 루치올라빌딩 (상동)|1522-3232||37.488389|126.752604
815|부천 |경기도 부천시 부천로 7, 1,2층 (심곡동)|1522-3232||37.485054|126.782117
816|부천상동 |경기도 부천시 상동로 87 (상동)|1522-3232||37.5051779|126.7524236
817|광교갤러리아9F |경기도 수원시 영통구 광교호수공원로 320 (하동)|1522-3232||37.2850653|127.057266
818|수원법조타운 |경기도 수원시 영통구 광교중앙로248번길 7-2 (하동)|1522-3232||37.29184|127.067164
819|광교역 |경기도 수원시 영통구 대학로 47 (이의동)|1522-3232||37.300082|127.04362
820|광교엘포트R |경기도 수원시 영통구 광교중앙로 145 (이의동)|1522-3232|리저브 매장|37.2869954|127.0577815
821|영통R |경기도 수원시 영통구 덕영대로 1566 (영통동)|1522-3232|리저브 매장|37.2453658|127.0618147
822|수원망포DT |경기도 수원시 영통구 덕영대로 1467|1522-3232|DT 매장|37.2458277|127.05134
823|수원광교 |경기도 수원시 영통구 센트럴타운로 85 (이의동) 광교C1호반베르디움|1522-3232||37.290374|127.049582
824|수원트레이더스 |경기도 수원시 영통구 삼성로 2 트레이더스수원점 (신동)|1522-3232||37.24626|127.047864
825|경희대국제캠퍼스 |경기도 수원시 영통구 덕영대로 1695 (영통동)|1522-3232||37.247951|127.076749
826|수원망포역 |경기도 수원시 영통구 영통로 195 (망포동)|1522-3232||37.245241|127.055904
827|광교이마트 |경기도 수원시 영통구 광교로 191(이의동)|1522-3232||37.2962004|127.0465643
828|수원영통 |경기도 수원시 영통구 봉영로 1617, 훼미리타워 1층 (영통동)|1522-3232||37.255675|127.074321
829|안산한양대 |경기도 안산시 상록구 성안길 82-3, B동 1층 (사동)|1522-3232||37.300847|126.838212
830|안산한대앞역 |경기도 안산시 상록구 광덕1로 379, 한남빌딩 1~2층 (이동)|1522-3232||37.308754|126.851175
831|경기양평 |경기도 양평군 양평읍 시민로 75 |1522-3232||37.49134|127.499932
832|용인죽전역R |경기도 용인시 수지구 용구대로 2750 (죽전동, 죽전 효성해링턴 플레이스)|1522-3232|리저브 매장|37.3313521|127.1091828
833|죽전단국대 |경기도 용인시 수지구 죽전로168번길 18 (죽전동)|1522-3232||37.3244016|127.1249428
834|수지동천 |경기도 용인시 수지구 손곡로 |1522-3232||37.335988|127.09101
835|죽전 |경기도 용인시 수지구 현암로 140 (죽전동)|1522-3232||37.331506|127.12479
836|수지성복DT |경기도 용인시 수지구 성복2로 55 (성복동)|1522-3232|DT 매장|37.314048|127.079162
837|광교중앙로 |경기도 용인시 수지구 광교마을로 41 (상현동)|1522-3232||37.29882|127.06947
838|죽전CGV |경기도 용인시 수지구 포은대로 536, (주)신세계백화점경기점 8층 (죽전동)|1522-3232||37.32500393|127.1081332
839|죽전이마트 |경기도 용인시 수지구 포은대로 552, 이마트 죽전점 1층 (죽전동)|1522-3232||37.3253735|127.1099255
840|신세계경기 |경기도 용인시 수지구 포은대로 536, (주)신세계백화점경기점 4층 (죽전동)|1522-3232||37.32500393|127.1081332
841|수지이마트 |경기도 용인시 수지구 수지로 203 (신봉동)|1522-3232||37.31965|127.083677
842|수지풍덕천 |경기도 용인시 수지구 수지로296번길 51-11, 비즈마루빌딩 1층 101호 (풍덕천동)|1522-3232||37.322526|127.095525
843|파주P.아울렛1F |경기도 파주시 필승로 200 |1522-3232||37.769578|126.696417
844|파주야당역 |경기도 파주시 야당동 1066-3|1522-3232||37.712142|126.759475
845|파주금촌역 |경기도 파주시 문화로 109 (금촌동)|1522-3232||37.764081|126.774205
846|파주금릉역 |경기도 파주시 금릉역로 84, 청원센트럴타워 1층 (금촌동)|1522-3232||37.752207|126.765613
847|파주운정 |경기도 파주시 와석순환로 135|1522-3232||37.71203|126.744499
848|파주P.아울렛 |경기도 파주시 탄현면 필승로 200|1522-3232||37.769578|126.696417
849|지행역 |경기도 동두천시 지행로 55 (지행동)|1522-3232||37.892653|127.053463
850|동두천DT |경기도 동두천시 평화로 2254 (지행동)|1522-3232|DT 매장|37.888925|127.057066
851|신림사거리 |서울특별시 관악구 남부순환로 1619 (신림동)|1522-3232||37.484768|126.930467
852|신림역포도몰 |서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)|1522-3232||37.48385383|126.9301799
853|신림 |서울특별시 관악구 신림로 355-1 (신림동)|1522-3232||37.48609493|126.9291602
854|서울대입구역 |서울특별시 관악구 남부순환로 1812 (봉천동)|1522-3232||37.48118|126.951324
855|서울대역 |서울특별시 관악구 남부순환로 1817 (봉천동)|1522-3232||37.481599|126.9522
856|관악서울대입구R |서울특별시 관악구 관악로 158 (봉천동)|1522-3232|리저브 매장|37.479343|126.95278
857|보라매대교 |서울특별시 관악구 보라매로3길 23, 대교빌딩 1층 (봉천동)|1522-3232||37.491449|126.925432
858|보라매공원R |서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)|1522-3232|리저브 매장|37.49226213|126.9233457
859|신대방삼거리역 |서울특별시 동작구 상도로 102 (상도동)|1522-3232||37.499914|126.931766
860|숭실대입구역 |서울특별시 동작구 상도로 354 (상도동)|1522-3232||37.4968346|126.9527123
861|광주운남DT |광주광역시 광산구 임방울대로 156 (운남동)|1522-3232|DT 매장|35.175136|126.818062
862|광주선운DT |광주광역시 광산구 선운로 20번길 63 |1522-3232|DT 매장|35.146768|126.77772
863|광주산정DT |광주광역시 광산구 용아로 342 (산정동)|1522-3232|DT 매장|35.173524|126.804191
864|광주흑석DT |광주광역시 광산구 사암로 367 (산정동)|1522-3232|DT 매장|35.176936|126.807887
865|광주송정역 |광주광역시 광산구 상무대로205번길 6 (송정동)|1522-3232||35.138026|126.791444
866|광주수완DT |광주광역시 광산구 임방울대로 487 (수완동)|1522-3232|DT 매장|35.203175|126.819065
867|광주신가DT |광주광역시 광산구 목련로 335 (신가동)|1522-3232|DT 매장|35.1790467|126.8301259
868|광주쌍암 |광주광역시 광산구 첨단중앙로 158 (쌍암동)|1522-3232||35.2192427|126.8424211
869|광주장덕 |광주광역시 광산구 장신로 85 (장덕동)|1522-3232||35.191469|126.819259
870|광주하남 |광주광역시 광산구 사암로216번길 38-16, 1~2층 (우산동)|1522-3232||35.162722|126.810218
871|광주첨단 |광주광역시 광산구 첨단중앙로 104 (월계동)|1522-3232||35.214806|126.843227
872|광산수완 |광주광역시 광산구 장신로 134, 1~2층 (수완동)|1522-3232||35.190397|126.824804
873|광주월산DT |광주광역시 남구 대남대로 386|1522-3232|DT 매장|35.145516|126.890794
874|광주주월DT |광주광역시 남구 회재로 1256 (주월동)|1522-3232|DT 매장|35.1341387|126.8981372
875|광주효천DT |광주광역시 남구 임암동 141-3, 143-2|1522-3232|DT 매장|35.100033|126.871253
876|광주봉선로 |광주광역시 남구 제석로 104 (봉선동)|1522-3232||35.124262|126.907898
877|광주서문대로 |광주광역시 남구 서문대로 665 (진월동)|1522-3232||35.119448|126.898595
878|광주방림DT |광주광역시 남구 대남대로 67 (방림동)|1522-3232|DT 매장|35.13498|126.917698
879|광주봉선중앙 |광주광역시 남구 봉선중앙로 51 (봉선동)|1522-3232||35.1254197|126.9112507
880|광주진월 |광주광역시 남구 서문대로 745 (주월동)|1522-3232||35.125781|126.897221
881|광주봉선 |광주광역시 남구 봉선로 176, 1층 101,111호 (봉선동)|1522-3232||35.122921|126.914111
882|광주지산DT |광주광역시 동구 필문대로 240|1522-3232|DT 매장|35.149728|126.92907
883|광주동명 |광주광역시 동구 동명로 16 (동명동)|1522-3232||35.150362|126.9236181
884|광주지원DT |광주광역시 동구 남문로 529 (용산동)|1522-3232|DT 매장|35.1175025|126.9340006
885|광주지산유원지입구 |광주광역시 동구 무등로 592 (산수동)|1522-3232||35.154459|126.940912
886|광주황금 |광주광역시 동구 중앙로160번길 14 (황금동)|1522-3232||35.1473572|126.9145683
887|광주무등산 |광주광역시 동구 증심사길 16 (운림동)|1522-3232||35.133909|126.954311
888|충장서림 |광주광역시 동구 충장로 93-5 (금남로2가)|1522-3232||35.14808817|126.9173077
889|광주충장로 |광주광역시 동구 충장로 65 (충장로3가)|1522-3232||35.149486|126.914792
890|충장일가 |광주광역시 동구 서석로 43 (충장로1가)|1522-3232||35.146797|126.918252
891|조선대 |광주광역시 동구 지산로 3 (서석동)|1522-3232||35.144608|126.930183
892|광주오치 |광주광역시 북구 설죽로 314 (오치동)|1522-3232||35.187457|126.898994
893|광주연제DT |광주광역시 북구 양일로18번길 2 (연제동)|1522-3232|DT 매장|35.197688|126.866803
894|광주신안DT |광주광역시 북구 서암대로 93 (신안동)|1522-3232|DT 매장|35.171678|126.894998
895|광주매곡DT |광주광역시 북구 설죽로 339 (매곡동)|1522-3232|DT 매장|35.189836|126.898698
896|광주두암타운 |광주광역시 북구 삼정로 4 (두암동)|1522-3232||35.162112|126.937388
897|광주일곡 |광주광역시 북구 설죽로 518 (일곡동)|1522-3232||35.205463|126.898114
898|광주북구청 |광주광역시 북구 서방로9번길 30 (중흥동)|1522-3232||35.17483|126.914469
899|광주운암DT |광주광역시 북구 북문대로 78 (운암동)|1522-3232|DT 매장|35.1776306|126.8784132
900|광주첨단신용 |광주광역시 북구 첨단연신로 101 (신용동)|1522-3232||35.20701|126.864115
901|광주용두DT |광주광역시 북구 임방울대로 1016 (신용동)|1522-3232|DT 매장|35.212837|126.868485
902|전남대 |광주광역시 북구 우치로 110, 1,2,3층 (용봉동)|1522-3232||35.17719867|126.9124787
903|광주용봉 |광주광역시 북구 저불로 45 (용봉동)|1522-3232||35.178664|126.895196
904|광주신세계DT |광주광역시 서구 죽봉대로 33 (화정동)|1522-3232|DT 매장|35.1563|126.8831
905|광주상무DT |광주광역시 서구 상무대로 847 (쌍촌동)|1522-3232|DT 매장|35.1502|126.855
906|광주화정DT |광주광역시 서구 상무대로 1080|1522-3232|DT 매장|35.152205|126.879997
907|광주상무중앙로 |광주광역시 서구 상무중앙로 46 (치평동) 1층|1522-3232||35.151021|126.848815
908|광주상무시민로 |광주광역시 서구 운천로 253 (치평동) 103호|1522-3232||35.154963|126.854437
909|광주풍암 |광주광역시 서구 풍암2로 8 (풍암동) 한아름빌딩|1522-3232||35.1268447|126.8796486
910|광주금호DT |광주광역시 서구 운천로 107 (쌍촌동)|1522-3232|DT 매장|35.1421126|126.8576646
911|광주상무대교 |광주광역시 서구 상무중앙로 90, 눈높이상무센터 1층 (치평동)|1522-3232|리저브 매장|35.1551|126.848788
912|광주동림 |광주광역시 서구 하남대로 672-1, 1층 (동천동)|1522-3232||35.171734|126.86618
913|신세계광주 |광주광역시 서구 무진대로 932 번지 신세계 백화점 1층|1522-3232||35.160794|126.882542
914|광주상무 |광주광역시 서구 상무중앙로 75 (치평동)|1522-3232||35.1536205|126.8479543
915|상무치평 |광주광역시 서구 상무자유로 173, 1층 (치평동)|1522-3232||35.151968|126.853423
916|상무역 |광주광역시 서구 상무중앙로 7, 1층 (치평동)|1522-3232||35.147468|126.847989
917|신세계광주신관B1 |광주광역시 서구 죽봉대로 61, 패션스트리트 B01호 (화정동)|1522-3232||35.158806|126.882069
918|신림사거리 |서울특별시 관악구 남부순환로 1619 (신림동)|1522-3232||37.484768|126.930467
919|신림역포도몰 |서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)|1522-3232||37.48385383|126.9301799
920|신림 |서울특별시 관악구 신림로 355-1 (신림동)|1522-3232||37.48609493|126.9291602
921|서울대입구역 |서울특별시 관악구 남부순환로 1812 (봉천동)|1522-3232||37.48118|126.951324
922|서울대역 |서울특별시 관악구 남부순환로 1817 (봉천동)|1522-3232||37.481599|126.9522
923|관악서울대입구R |서울특별시 관악구 관악로 158 (봉천동)|1522-3232|리저브 매장|37.479343|126.95278
924|보라매대교 |서울특별시 관악구 보라매로3길 23, 대교빌딩 1층 (봉천동)|1522-3232||37.491449|126.925432
925|보라매공원R |서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)|1522-3232|리저브 매장|37.49226213|126.9233457
926|신대방삼거리역 |서울특별시 동작구 상도로 102 (상도동)|1522-3232||37.499914|126.931766
927|숭실대입구역 |서울특별시 동작구 상도로 354 (상도동)|1522-3232||37.4968346|126.9527123
928|대구영대병원역DT |대구광역시 남구 봉덕로 25 (봉덕동)|1522-3232|DT 매장|35.845522|128.593536
929|대구앞산DT |대구광역시 남구 현충로 32 (대명동)|1522-3232|DT 매장|35.835516|128.579871
930|계명대동산병원 |대구광역시 달서구 달구벌대로 1035 (신당동)|1522-3232||35.853811|128.480276
931|대구죽전역 |대구광역시 달서구 와룡로 169 |1522-3232||35.848437|128.536007
932|대구월곡DT |대구광역시 달서구 월곡로 225 (상인동)|1522-3232|DT 매장|35.814866|128.541057
933|대구광장 |대구광역시 달서구 달구벌대로 1710 (두류동)|1522-3232||35.85577|128.552811
934|대구월촌역 |대구광역시 달서구 월배로 315 (송현동)|1522-3232||35.824025|128.545226
935|대구진천역 |대구광역시 달서구 월배로 91 (진천동)|1522-3232||35.814395|128.524377
936|대구도원DT |대구광역시 달서구 상화로 314 (도원동)|1522-3232|DT 매장|35.807727|128.548117
937|대구월성 |대구광역시 달서구 조암로 41 (월성동)|1522-3232||35.82432|128.525727
938|대구이곡 |대구광역시 달서구 계대동문로 108|1522-3232||35.8551616|128.5041101
939|대구수목원 |대구광역시 달서구 화암로 379|1522-3232||35.807237|128.520278
940|대구성서IC DT |대구광역시 달서구 달구벌대로 1393|1522-3232|DT 매장|35.8507998|128.5202604
941|대구감삼DT |대구광역시 달서구 와룡로 131 |1522-3232|DT 매장|35.8443842|128.5366553
942|대구상인역 |대구광역시 달서구 월배로 210 (상인동)|1522-3232|리저브 매장|35.8182768|128.5365692
943|대구두류DT |대구광역시 달서구 달구벌대로 1798 (두류동)|1522-3232|DT 매장|35.858804|128.561685
944|대구상인DT |대구광역시 달서구 월곡로 334 (상인동)|1522-3232|DT 매장|35.822408|128.533771
945|대구계명대 |대구광역시 달서구 계대동문로 13 (신당동)|1522-3232||35.85567272|128.4937254
946|대구성서 |대구광역시 달서구 이곡공원로 26, 이곡메디컬빌딩 (이곡동)|1522-3232||35.855292|128.510127
947|대구서부정류장역 |대구광역시 달서구 구마로 265 (성당동)|1522-3232||35.837881|128.556926
948|신세계대구3F(티바나) |대구광역시 동구 동부로 149 신세계백화점 대구점 3층|1522-3232||35.877767|128.628498
949|신세계대구8FR |대구광역시 동구 동부로 149 신세계백화점 대구점 8층|1522-3232|리저브 매장|35.877812|128.628453
950|동대구로DT |대구광역시 동구 동대구로 422 (신천동)|1522-3232|DT 매장|35.8680868|128.6271589
951|대구팔공산 |대구광역시 동구 파계로 650|1522-3232|리저브 매장|35.9878685|128.636347
952|대구봉무 |대구광역시 동구 팔공로51길 15-11  (봉무동)|1522-3232||35.921942|128.639708
953|동대구터미널 |대구광역시 동구 동부로30길 12 (신천동)|1522-3232||35.876315|128.62859
954|대구동촌유원지 |대구광역시 동구 효동로2길 45 (효목동)|1522-3232||35.88011|128.653159
955|반야월이마트 |대구광역시 동구 안심로 389-2, 이마트 1층 (신서동)|1522-3232||35.870899|128.727397
956|대구평리DT |대구광역시 서구 서대구로 89 (평리1동)|1522-3232|DT 매장|35.866138|128.555343
957|대구수성도서관DT |대구광역시 수성구 화랑로 112 (만촌동)|1522-3232|DT 매장|35.873059|128.638985
958|대구그랜드호텔R |대구광역시 수성구 동대구로 305 (범어동)|1522-3232|리저브 매장|35.857871|128.625094
959|국립대구박물관DT |대구광역시 수성구 청호로 318 (황금동)|1522-3232|DT 매장|35.845491|128.639059
960|대구수성호수R |대구광역시 수성구 용학로 56 (두산동)|1522-3232|리저브 매장|35.826126|128.615912
961|대구수성동 |대구광역시 수성구 명덕로 460 (수성동3가)|1522-3232||35.853776|128.620304
962|대구수성네거리DT |대구광역시 수성구 들안로 342 (수성동4가)|1522-3232|DT 매장|35.86058|128.617977
963|대구중동DT |대구광역시 수성구 수성로 243 (중동)|1522-3232|DT 매장|35.847384|128.612529
964|대구중동네거리DT |대구광역시 수성구 청수로 51 (중동)|1522-3232|DT 매장|35.840917|128.613963
965|대구상동DT |대구광역시 수성구 무학로 29(상동)|1522-3232|DT 매장|35.8296424|128.6116932
966|대구황금DT |대구광역시 수성구 청수로 164 (지산동)|1522-3232|DT 매장|35.839069|128.625797
967|대구삼성화재 |대구광역시 수성구 동대구로 401 (범어동) 삼성화재사옥|1522-3232||35.8661924|128.6262626
968|대구시지 |대구광역시 수성구 달구벌대로 3216 (신매동)|1522-3232||35.8394934|128.7080427
969|대구법원 |대구광역시 수성구 동대구로 376 (범어동)|1522-3232||35.8641739|128.6273828
970|대구만촌DT |대구광역시 수성구 달구벌대로 2636, , 853-25번지 (만촌동)|1522-3232|DT 매장|35.856431|128.6502
971|대구수성하이츠 |대구광역시 수성구 수성로 393, 수성하이츠 1층 (수성동4가)|1522-3232||35.8609096|128.6135271
972|동아수성 |대구광역시 수성구 지범로 191, 동아백화점수성점 1,2 층 (범물동)|1522-3232||35.82124651|128.6406389
973|수성리더스 |대구광역시 수성구 동대구로 95 (두산동)|1522-3232||35.83871|128.6230423
974|수성레이크 |대구광역시 수성구 수성못길 4 (두산동)|1522-3232||35.825764|128.621814
975|대구범어제니스 |대구광역시 수성구 달구벌대로 2435, 두산위브더제니스아파트 상가 1층 110호 (범어동)|1522-3232||35.859274|128.629687
976|대구시티센터 |대구광역시 중구 국채보상로 611 (문화동)|1522-3232||35.870954|128.598092
977|대구계산 |대구광역시 중구 달구벌대로415길 1 (계산동2가)|1522-3232||35.866429|128.589696
978|대구중앙로역 |대구광역시 중구 국채보상로 582 (남일동)|1522-3232||35.870674|128.594374
979|대구공평DT |대구광역시 중구 국채보상로 642 (동인동2가)|1522-3232|DT 매장|35.8691866|128.6006466
980|대구중앙로 |대구광역시 중구 남성로 61 (동성로3가)|1522-3232||35.867317|128.593375
981|반월당 |대구광역시 중구 달구벌대로 2085 (덕산동) 동아쇼핑|1522-3232||35.86616318|128.5918695
982|동성로광장 |대구광역시 중구 동성로 4 (동성로3가)|1522-3232||35.867319|128.594217
983|동성로중앙 |대구광역시 중구 동성로5길 38 (삼덕동1가)|1522-3232||35.867556|128.59666
984|동성로로데오 |대구광역시 중구 동성로5길 62 (삼덕동1가)|1522-3232||35.86723|128.597862
985|대구칠성DT |대구광역시 북구 중앙대로 524 (칠성동2가)|1522-3232|DT 매장|35.879674|128.596391
986|대구유통단지 |대구광역시 북구 유통단지로8길 78 106호 (산격동)|1522-3232||35.905624|128.613347
987|대구칠곡대로DT |대구광역시 북구 칠곡중앙대로 348 (태전동)|1522-3232|DT 매장|35.926583|128.547736
988|대구동천 |대구광역시 북구 동천로 123|1522-3232||35.9425387|128.5604376
989|대구침산DT |대구광역시 북구 침산로 126 (침산동)|1522-3232|DT 매장|35.8874784|128.5918376
990|대구칠곡 |대구광역시 북구 학정로 422 (구암동) 태을빌딩|1522-3232|리저브 매장|35.9421792|128.5638788
991|경북대 |대구광역시 북구 대학로 75 (산격동)|1522-3232||35.89232|128.608586
992|대구테크노폴리스 |대구광역시 달성군 유가면 테크노상업로 84 대경타워 105호, 106호, 107호|1522-3232||35.693334|128.459251
993|대구죽곡 |대구광역시 달성군 달구벌대로 861 (다사읍)|1522-3232||35.859055|128.464166
994|신림사거리 |서울특별시 관악구 남부순환로 1619 (신림동)|1522-3232||37.484768|126.930467
995|신림역포도몰 |서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)|1522-3232||37.48385383|126.9301799
996|신림 |서울특별시 관악구 신림로 355-1 (신림동)|1522-3232||37.48609493|126.9291602
997|서울대입구역 |서울특별시 관악구 남부순환로 1812 (봉천동)|1522-3232||37.48118|126.951324
998|서울대역 |서울특별시 관악구 남부순환로 1817 (봉천동)|1522-3232||37.481599|126.9522
999|관악서울대입구R |서울특별시 관악구 관악로 158 (봉천동)|1522-3232|리저브 매장|37.479343|126.95278
1000|보라매대교 |서울특별시 관악구 보라매로3길 23, 대교빌딩 1층 (봉천동)|1522-3232||37.491449|126.925432
1001|보라매공원R |서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)|1522-3232|리저브 매장|37.49226213|126.9233457
1002|신대방삼거리역 |서울특별시 동작구 상도로 102 (상도동)|1522-3232||37.499914|126.931766
1003|숭실대입구역 |서울특별시 동작구 상도로 354 (상도동)|1522-3232||37.4968346|126.9527123
1004|대전한남대DT |대전광역시 대덕구 한밭대로 1122 (중리동)|1522-3232|DT 매장|36.35849|127.42331
1005|대전IC DT |대전광역시 대덕구 동서대로 1776 (비래동)|1522-3232|DT 매장|36.354628|127.444318
1006|대전신탄진DT |대전광역시 대덕구 대덕대로 1544 (석봉동)|1522-3232|DT 매장|36.4486603|127.4199831
1007|대전송촌 |대전광역시 대덕구 송촌북로36번길 36, 1층 (송촌동)|1522-3232||36.366313|127.437812
1008|대전터미널DT |대전광역시 동구 동서대로 1658 (성남동)|1522-3232|DT 매장|36.347995|127.434241
1009|대전판암DT |대전광역시 동구 옥천로 118 (판암동)|1522-3232|DT 매장|36.317013|127.453623
1010|대전스타일마켓 |대전광역시 동구 동서대로 1689, 2층 (용전동)|1522-3232||36.3502842|127.4366222
1011|대전가오 |대전광역시 동구 동구청로 101 (가오동)|1522-3232||36.3070199|127.4561304
1012|대전터미널 |대전광역시 동구 동서대로1695번길 4 (용전동)|1522-3232||36.349905|127.438064
1013|대전정부청사역 |대전광역시 서구 한밭대로 755 (둔산동)|1522-3232||36.35841|127.382495
1014|대전건양대병원 |대전광역시 서구 관저동로 170 (관저동)1층|1522-3232||36.30728|127.340876
1015|대전탄방역 |대전광역시 서구 문정로2번길 95 (탄방동)|1522-3232||36.343242|127.385313
1016|대전복수 |대전광역시 서구 복수남로 28 (복수동)|1522-3232||36.298345|127.37824
1017|대전둔산남로 |대전광역시 서구 둔산남로 100 (탄방동)|1522-3232||36.348893|127.388665
1018|대전둔산로 |대전광역시 서구 대덕대로241번길 35 (둔산동)|1522-3232||36.354233|127.377273
1019|대전법원 |대전광역시 서구 둔산로123번길 43 (둔산동)|1522-3232||36.353315|127.387437
1020|대전가수원DT |대전광역시 서구 계백로 1128 (가수원동)|1522-3232|DT 매장|36.303755|127.348941
1021|대전수침교DT |대전광역시 서구 계룡로 692 (용문동)|1522-3232|DT 매장|36.3349683|127.3967289
1022|대전관저 |대전광역시 서구 관저로 142 (관저동)|1522-3232||36.2986969|127.337762
1023|대전대덕로 |대전광역시 서구 대덕대로234번길 18 (둔산동)|1522-3232||36.353466|127.380591
1024|대전목원대 |대전광역시 서구 동서대로 682 (도안동)|1522-3232||36.3318521|127.33854
1025|대전둔산 |대전광역시 서구 대덕대로 189 (둔산동)|1522-3232||36.3502188|127.3772612
1026|대전만년 |대전광역시 서구 만년로 81 (만년동)|1522-3232||36.367606|127.382002
1027|대전시청사거리 |대전광역시 서구 둔산남로 50 (탄방동)|1522-3232||36.348036|127.383509
1028|대전월평 |대전광역시 서구 청사로123번길 25 (월평동)|1522-3232||36.361008|127.377288
1029|둔산은하수 |대전광역시 서구 둔산로31번길 28, 금정빌딩 1층 (둔산동)|1522-3232||36.3529477|127.3777879
1030|대전탄방 |대전광역시 서구 문정로 78, 정우빌딩 1층 (탄방동)|1522-3232||36.3463971|127.3878875
1031|대전시청역 |대전광역시 서구 둔산로 142 (둔산동)|1522-3232||36.35098154|127.3895116
1032|대전호텔 |대전광역시 서구 둔산중로134번길 13, 둔산관광호텔 (둔산동)|1522-3232||36.358982|127.387649
1033|월평트레이더스 |대전광역시 서구 한밭대로 580 (월평동)|1522-3232||36.3576398|127.3629947
1034|대전반석역 |대전광역시 유성구 북유성대로 303 (반석동)|1522-3232||36.391646|127.31422
1035|대전도안DT |대전광역시 유성구 도안대로 573 (봉명동)|1522-3232|DT 매장|36.351462|127.339981
1036|대전장대 |대전광역시 유성구 유성대로 781 (장대동)|1522-3232||36.361969|127.336261
1037|대전유성구청 |대전광역시 유성구 어은로 42 (어은동)|1522-3232||36.362206|127.357705
1038|대전지족 |대전광역시 유성구 지족로 373 (지족동)|1522-3232||36.3872054|127.3175549
1039|대전유성 |대전광역시 유성구 온천서로 2 (봉명동)|1522-3232||36.3545222|127.3395544
1040|대전전민 |대전광역시 유성구 유성대로 1722 (전민동)|1522-3232||36.3994397|127.4005253
1041|대전관평동 |대전광역시 유성구 태크노중앙로 68|1522-3232||36.4255141|127.39263
1042|대전조이마루 |대전광역시 유성구 엑스포로 97번길 40|1522-3232||36.3763115|127.3904691
1043|대전노은 |대전광역시 유성구 은구비남로33번길 26, 1~2층 (지족동)|1522-3232|리저브 매장|36.373444|127.319446
1044|충남대정문 |대전광역시 유성구 대학로 82 (궁동)|1522-3232||36.36066|127.34464
1045|대전테크노밸리 |대전광역시 유성구 테크노4로 105 (관평동)|1522-3232||36.424826|127.389441
1046|대전현대아울렛 |대전광역시 유성구 테크노중앙로 123(용산동) 현대프리미엄아울렛 1층|1522-3232||36.424|127.398625
1047|대전대사DT |대전광역시 중구 계룡로 949 (대사동)|1522-3232|DT 매장|36.318823|127.417463
1048|대전태평 |대전광역시 중구 태평로 71 (태평동)|1522-3232||36.323298|127.393417
1049|대전유천DT |대전광역시 중구 계백로 1604 (유천동)|1522-3232|DT 매장|36.3182966|127.3982383
1050|대전중앙로R |대전광역시 중구 대종로 486 (은행동)|1522-3232|리저브 매장|36.327962|127.426603
1051|대전세이1층 |대전광역시 중구 계백로 1700, 외 4필지 세이백화점 신관 (문화동)|1522-3232||36.320476|127.40852
1052|은행동 |대전광역시 중구 중앙로 164 (은행동)|1522-3232||36.32907873|127.4276569
1053|대전세이 |대전광역시 중구 계백로 1700, 5층 (문화동)|1522-3232||36.320472|127.408522
1054|신림사거리 |서울특별시 관악구 남부순환로 1619 (신림동)|1522-3232||37.484768|126.930467
1055|신림역포도몰 |서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)|1522-3232||37.48385383|126.9301799
1056|신림 |서울특별시 관악구 신림로 355-1 (신림동)|1522-3232||37.48609493|126.9291602
